SKU,UPC,Margin Profit,"IMPORT
Price",DSP,Cost,RSP,"Set
Margin","Fresco
Earning","Fresco
Margin","Purchase
Price","Suggested
Retail Price","Retail
Margin"
DDC-LC-CRYS-Surface15-CLR,,62%,19.0,24.9,13.8,36.0,60%,8,38%,22,43,49%
DDC-LC-MATT-MbookAir/13(18)-WHT,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookAir/13(18)-BLK,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookAir/13(18)-GRY,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookAir/13(18)-MID/GRN,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookAir/13(18)-NAV/BLU,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookAir/13(22)-WHT,,58%,21.0,25.6,15.1,36.0,60%,9,38%,24,43,44%
DDC-LC-MATT-MbookAir/13(22)-BLK,,58%,21.0,25.6,15.1,36.0,60%,9,38%,24,43,44%
DDC-LC-MATT-MbookAir/13(22)-NAV/BLU,,58%,21.0,25.6,15.1,36.0,60%,9,38%,24,43,44%
DDC-LC-MATT-MbookAir/13(22)-PRP,,58%,21.0,25.6,15.1,36.0,60%,9,38%,24,43,44%
DDC-LC-MATT-MbookPro/13(16-19)-WHT,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookPro/13(16-19)-BLK,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookPro/13(16-19)-GRY,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookPro/13(16-19)-MID/GRN,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookPro/13(16-19)-NAV/BLU,,58%,22.5,27.1,16.1,38.0,60%,10,38%,26,46,43%
DDC-LC-MATT-MbookPro/14(21)-WHT,,58%,21.0,25.6,15.1,36.0,60%,9,38%,24,43,44%
DDC-LC-MATT-MbookPro/14(21)-BLK,,58%,21.0,25.6,15.1,36.0,60%,9,38%,24,43,44%
DDC-LC-MATT-MbookPro/14(21)-GRY,,58%,21.0,25.6,15.1,36.0,60%,9,38%,24,43,44%
DDC-LC-MATT-MbookPro/14(21)-MID/GRN,,58%,21.0,25.6,15.1,36.0,60%,9,38%,24,43,44%
DDC-LC-MATT-MbookPro/14(21)-NAV/BLU,,58%,21.0,25.6,15.1,36.0,60%,9,38%,24,43,44%
DDC-LC-MATT-MbookAir/15(23)-CLR,,57%,23.0,27.2,16.4,38.0,60%,10,38%,26,46,42%
DDC-LC-MATT-MbookAir/15(23)-BLK,,57%,23.0,27.2,16.4,38.0,60%,10,38%,26,46,42%
DDC-LC-MATT-MbookPro/16(21)-WHT,,59%,23.0,28.2,16.4,40.0,60%,10,38%,26,48,45%
DDC-LC-MATT-MbookPro/16(21)-BLK,,59%,23.0,28.2,16.4,40.0,60%,10,38%,26,48,45%
DDC-LC-MATT-MbookPro/16(21)-GRY,,59%,23.0,28.2,16.4,40.0,60%,10,38%,26,48,45%
DDC-LC-MATT-MbookPro/16(21)-MID/GRN,,59%,23.0,28.2,16.4,40.0,60%,10,38%,26,48,45%
DDC-LC-MATT-MbookPro/16(21)-NAV/BLU,,59%,23.0,28.2,16.4,40.0,60%,10,38%,26,48,45%
DDC-LC-MATT-MateBookD14-WHT,,65%,19.5,27.1,14.1,40.0,60%,8,38%,23,48,53%
DDC-LC-MATT-MateBookD14-BLK,,65%,19.5,27.1,14.1,40.0,60%,8,38%,23,48,53%
DDC-LC-MATT-MateBookD15-WHT,,63%,21.5,28.7,15.5,42.0,60%,9,38%,25,50,51%
DDC-LC-MATT-MateBookD15-BLK,,63%,21.5,28.7,15.5,42.0,60%,9,38%,25,50,51%
DDC-LC-MATT-MateBook14(20)-WHT,,65%,19.5,27.1,14.1,40.0,60%,8,38%,23,48,53%
DDC-LC-MATT-MateBook14(20)-BLK,,65%,19.5,27.1,14.1,40.0,60%,8,38%,23,48,53%
DDC-LC-MATT-MateBook14(21)-WHT,,65%,19.5,27.1,14.1,40.0,60%,8,38%,23,48,53%
DDC-LC-MATT-MateBook14(21)-BLK,,65%,19.5,27.1,14.1,40.0,60%,8,38%,23,48,53%
DDC-LC-MATT-MateBook14s(21)-WHT,,65%,19.5,27.1,14.1,40.0,60%,8,38%,23,48,53%
DDC-LC-MATT-MateBook14s(21)-BLK,,65%,19.5,27.1,14.1,40.0,60%,8,38%,23,48,53%
DDC-LC-MATT-MagicBook14(22)-BLK,,64%,21.0,28.6,15.1,42.0,60%,9,38%,24,50,52%
DDC-LC-MATT-MagicBook14(22)-WHT,,66%,19.5,28.1,14.1,42.0,60%,8,38%,23,50,55%
DDC-LC-MATT-D14(23/24)-WHT,,62%,21.0,27.6,15.1,40.0,60%,9,38%,24,48,50%
DDC-LC-MATT-D14(23/24)-BLK,,62%,21.0,27.6,15.1,40.0,60%,9,38%,24,48,50%
DDC-LC-MATT-MB16S-WHT,,61%,23.0,29.2,16.4,42.0,60%,10,38%,26,50,48%
DDC-LC-MATT-MB16S-BLK,,61%,23.0,29.2,16.4,42.0,60%,10,38%,26,50,48%
DDC-LC-MATT-D16(22/23)-WHT,,61%,23.0,29.2,16.4,42.0,60%,10,38%,26,50,48%
DDC-LC-MATT-D16(22/23)-BLK,,61%,23.0,29.2,16.4,42.0,60%,10,38%,26,50,48%
DDC-LC-MATT-D16(24)-WHT,,61%,23.0,29.2,16.4,42.0,60%,10,38%,26,50,48%
DDC-LC-MATT-D16(24)-BLK,,61%,23.0,29.2,16.4,42.0,60%,10,38%,26,50,48%
DDC-LC-MATT-MB14(24)-BLK,,62%,21.0,27.6,15.1,40.0,60%,9,38%,24,48,50%
DDC-LC-MATT-MB14(24)-WHT,,62%,21.0,27.6,15.1,40.0,60%,9,38%,24,48,50%
DDC-LC-SAND-MbookAir/13(18)-CLR,,63%,20.5,27.4,14.8,40.0,60%,9,38%,24,48,51%
DDC-LC-SAND-MbookAir/13(18)-BLK,,63%,20.5,27.4,14.8,40.0,60%,9,38%,24,48,51%
DDC-LC-SAND-MbookAir/13(22)-CLR,,65%,19.0,26.9,13.8,40.0,60%,8,38%,22,48,54%
DDC-LC-SAND-MbookAir/13(22)-BLK,,65%,19.0,26.9,13.8,40.0,60%,8,38%,22,48,54%
DDC-LC-SAND-MbookPro/13(16-19)-CLR,,63%,20.5,27.4,14.8,40.0,60%,9,38%,24,48,51%
DDC-LC-SAND-MbookPro/13(16-19)-BLK,,63%,20.5,27.4,14.8,40.0,60%,9,38%,24,48,51%
DDC-LC-SAND-MbookPro/14(21)-CLR,,65%,19.0,26.9,13.8,40.0,60%,8,38%,22,48,54%
DDC-LC-SAND-MbookPro/14(21)-BLK,,65%,19.0,26.9,13.8,40.0,60%,8,38%,22,48,54%
DDC-LC-SAND-MbookAir/15(23)-CLR,,62%,21.0,27.6,15.1,40.0,60%,9,38%,24,48,50%
DDC-LC-SAND-MbookAir/15(23)-BLK,,62%,21.0,27.6,15.1,40.0,60%,9,38%,24,48,50%
DDC-LC-SAND-MbookPro/16(21)-CLR,,62%,21.0,27.6,15.1,40.0,60%,9,38%,24,48,50%
DDC-LC-SAND-MbookPro/16(21)-BLK,,62%,21.0,27.6,15.1,40.0,60%,9,38%,24,48,50%
ZFRI-LC-MbookAir/13(12-17)-CLR,,47%,30.0,31.5,21.1,40.0,60%,13,38%,34,48,30%
ZFRI-LC-MbookAir/13(12-17)-BLK,,47%,30.0,31.5,21.1,40.0,60%,13,38%,34,48,30%
ZFRI-LC-MbookAir/13(20)-CLR,,47%,30.0,31.5,21.1,40.0,60%,13,38%,34,48,30%
ZFRI-LC-MbookAir/13(20)-BLK,,47%,30.0,31.5,21.1,40.0,60%,13,38%,34,48,30%
ZFRI-LC-MbookAir/13(20)-PNK,,47%,30.0,31.5,21.1,40.0,60%,13,38%,34,48,30%
ZFRI-LC-MbookAir/13(22)-CLR,,47%,34.0,35.4,23.7,45.0,60%,14,38%,38,54,30%
ZFRI-LC-MbookAir/13(22)-BLK,,47%,34.0,35.4,23.7,45.0,60%,14,38%,38,54,30%
ZFRI-LC-MbookAir/15(23)-CLR,,56%,37.0,43.4,25.7,58.0,60%,15,38%,41,70,41%
ZFRI-LC-MbookAir/15(23)-BLK,,56%,37.0,43.4,25.7,58.0,60%,15,38%,41,70,41%
ZFRI-LC-MbookPro/13(20)-CLR,,47%,30.0,31.5,21.1,40.0,60%,13,38%,34,48,30%
ZFRI-LC-MbookPro/13(20)-BLK,,47%,30.0,31.5,21.1,40.0,60%,13,38%,34,48,30%
ZFRI-LC-MbookPro/13(20)-PNK,,47%,30.0,31.5,21.1,40.0,60%,13,38%,34,48,30%
ZFRI-LC-MbookPro/14(2021)-CLR,,55%,36.0,41.5,25.0,55.0,60%,15,38%,40,66,39%
ZFRI-LC-MbookPro/14(2021)-BLK,,55%,36.0,41.5,25.0,55.0,60%,15,38%,40,66,39%
ZFRI-LC-MbookPro/16(2021)-CLR,,55%,38.0,43.7,26.3,58.0,60%,16,38%,42,70,40%
ZFRI-LC-MbookPro/16(2021)-BLK,,55%,38.0,43.7,26.3,58.0,60%,16,38%,42,70,40%
DDC-WTF-AR-MbookAir/13(18)-CLR,,75%,4.0,10.0,3.9,16.0,80%,3,44%,7,19,63%
DDC-WTF-AR-MbookAir/13(22)-CLR,,75%,4.0,10.0,3.9,16.0,80%,3,44%,7,19,63%
DDC-WTF-AR-MbookPro/14(21)-CLR,,75%,4.0,10.0,3.9,16.0,80%,3,44%,7,19,63%
DDC-WTF-AR-MbookPro/15(16-19)-CLR,,71%,5.0,10.3,4.6,16.0,80%,4,44%,8,19,57%
DDC-WTF-AR-MbookAir/15(23)-CLR,,71%,5.0,10.3,4.6,16.0,80%,4,44%,8,19,57%
DDC-WTF-AR-MbookPro/16(19-20)-CLR,,71%,5.0,10.3,4.6,16.0,80%,4,44%,8,19,57%
DDC-WTF-AR-MbookPro/16(21)-CLR,,71%,5.0,10.3,4.6,16.0,80%,4,44%,8,19,57%
DDC-LAC-TPAD-MbookAir/13(18)-CLR,,63%,4.0,6.1,3.3,9.0,80%,3,44%,6,11,45%
DDC-LAC-TPAD-MbookAir/13(22)-CLR,,63%,4.0,6.1,3.3,9.0,80%,3,44%,6,11,45%
DDC-LAC-TPAD-MbookAir/15(23)-CLR,,63%,4.0,6.1,3.3,9.0,80%,3,44%,6,11,45%
DDC-LAC-TPAD-MbookPro/13(16-19)-CLR,,63%,4.0,6.1,3.3,9.0,80%,3,44%,6,11,45%
DDC-LAC-TPAD-MbookPro/13(20)-CLR,,63%,4.0,6.1,3.3,9.0,80%,3,44%,6,11,45%
DDC-LAC-TPAD-MbookPro/14(21)-CLR,,63%,4.0,6.1,3.3,9.0,80%,3,44%,6,11,45%
DDC-LAC-TPAD-MbookPro/15(16-19)-CLR,,63%,4.0,6.1,3.3,9.0,80%,3,44%,6,11,45%
DDC-LAC-TPAD-MbookPro/16(19-20)-CLR,,63%,4.0,6.1,3.3,9.0,80%,3,44%,6,11,45%
DDC-LAC-TPAD-MbookPro/16(21)-CLR,,63%,4.0,6.1,3.3,9.0,80%,3,44%,6,11,45%
DDC-LAC-KC-MbookAir/13(18)-CLR,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
DDC-LAC-KC-MbookAir/13(18)-BLK,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
DDC-LAC-KC-MbookAir/13(20)-CLR,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
DDC-LAC-KC-MbookAir/13(20)-BLK,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
DDC-LAC-KC-MbookAir/13(22)-CLR,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
DDC-LAC-KC-MbookAir/13(22)-BLK,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
DDC-LAC-KC-MbookPro/13(22)-CLR,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
DDC-LAC-KC-MbookPro/13(22)-BLK,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
DDC-LAC-KC-MbookPro/13(16/19)-CLR,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
DDC-LAC-KC-MbookPro/13(16/19)-BLK,,70%,2.5,6.5,3.0,10.0,80%,2,44%,5,12,56%
XINC-LAC-VERS-Bag/12inch-BLK,,56%,11.5,14.4,8.9,20.0,60%,5,38%,14,24,41%
XINC-LAC-VERS-Bag/12inch-BRW,,56%,11.5,14.4,8.9,20.0,60%,5,38%,14,24,41%
XINC-LAC-VERS-Bag/12inch-GRY,,56%,11.5,14.4,8.9,20.0,60%,5,38%,14,24,41%
XINC-LAC-VERS-Bag/12inch-BLU/YLW,,55%,13.0,15.9,9.9,22.0,60%,6,38%,16,26,40%
XINC-LAC-VERS-Bag/14inch-BLK,,57%,12.5,15.8,9.5,22.0,60%,6,38%,15,26,42%
XINC-LAC-VERS-Bag/14inch-BLU,,57%,12.5,15.8,9.5,22.0,60%,6,38%,15,26,42%
XINC-LAC-VERS-Bag/14inch-BRW,,57%,12.5,15.8,9.5,22.0,60%,6,38%,15,26,42%
XINC-LAC-VERS-Bag/14inch-GRY,,57%,12.5,15.8,9.5,22.0,60%,6,38%,15,26,42%
XINC-LAC-VERS-Bag/14inch-BLU/YLW,,56%,14.0,17.3,10.5,24.0,60%,6,38%,17,29,42%
XINC-LAC-VERS-Bag/15.4inch-BLK,,56%,13.5,16.6,10.2,23.0,60%,6,38%,16,28,41%
XINC-LAC-VERS-Bag/15.4inch-BRW,,56%,13.5,16.6,10.2,23.0,60%,6,38%,16,28,41%
XINC-LAC-VERS-Bag/15.4inch-GRY,,56%,13.5,16.6,10.2,23.0,60%,6,38%,16,28,41%
XINC-LAC-VERS-Bag/15.4inch-BLU/YLW,,55%,15.0,18.1,11.2,25.0,60%,7,38%,18,30,40%
XINC-LAC-VERS-Bag/16inch-BLK,,55%,14.5,17.4,10.9,24.0,60%,7,38%,17,29,40%
XINC-LAC-VERS-Bag/16inch-BRW,,55%,14.5,17.4,10.9,24.0,60%,7,38%,17,29,40%
XINC-LAC-VERS-Bag/16inch-GRY,,55%,14.5,17.4,10.9,24.0,60%,7,38%,17,29,40%
XINC-LAC-VERS-Bag/16inch-BLU/YLW,,54%,16.0,18.9,11.8,26.0,60%,7,38%,19,31,39%
BG-WAC-METAL/ALP-46mm-TTN,,58%,37.0,44.3,25.0,60.0,70%,18,41%,43,72,41%
BG-WAC-METAL/ALP-46mm-BLK,,58%,37.0,44.3,25.0,60.0,70%,18,41%,43,72,41%
BG-WAC-METAL/ALP-49mm-TTN,,58%,37.0,44.3,25.0,60.0,70%,18,41%,43,72,41%
BG-WAC-METAL/ALP-49mm-BLK,,58%,37.0,44.3,25.0,60.0,70%,18,41%,43,72,41%
BG-STP-NRM-38/40/41-BLK,,62%,19.0,24.1,13.2,35.0,70%,9,41%,22,42,47%
BG-STP-NRM-38/40/41-BLK/ORG,,62%,19.0,24.1,13.2,35.0,70%,9,41%,22,42,47%
BG-STP-NRM-38/40/41-BLK/GRN,,62%,19.0,24.1,13.2,35.0,70%,9,41%,22,42,47%
BG-STP-NRM-38/40/41-BLK/BLU,,62%,19.0,24.1,13.2,35.0,70%,9,41%,22,42,47%
BG-STP-NRM-42/44/45/49-BLK,,62%,19.0,24.1,13.2,35.0,70%,9,41%,22,42,47%
BG-STP-NRM-42/44/45/49-BLK/ORG,,62%,19.0,24.1,13.2,35.0,70%,9,41%,22,42,47%
BG-STP-NRM-42/44/45/49-BLK/GRN,,62%,19.0,24.1,13.2,35.0,70%,9,41%,22,42,47%
BG-STP-NRM-42/44/45/49-BLK/BLU,,62%,19.0,24.1,13.2,35.0,70%,9,41%,22,42,47%
BG-WAC-BG1(SP)-49mm-BLK,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-49mm-CLR,,67%,3.5,6.0,3.0,9.0,70%,2,41%,5,11,53%
BG-WAC-BG1(SP)-45mm-BLK,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-45mm-BLU,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-45mm-CLR,,67%,3.5,6.0,3.0,9.0,70%,2,41%,5,11,53%
BG-WAC-BG1(SP)-41mm-BLK,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-41mm-BLU,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-41mm-CLR,,67%,3.5,6.0,3.0,9.0,70%,2,41%,5,11,53%
BG-WAC-BG1(SP)-44mm-BLK,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-44mm-BLU,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-44mm-CLR,,67%,3.5,6.0,3.0,9.0,70%,2,41%,5,11,53%
BG-WAC-BG1(SP)-40mm-BLK,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-40mm-BLU,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-40mm-CLR,,67%,3.5,6.0,3.0,9.0,70%,2,41%,5,11,53%
BG-WAC-BG1(SP)-46mm-BLK,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-46mm-CLR,,67%,3.5,6.0,3.0,9.0,70%,2,41%,5,11,53%
BG-WAC-BG1(SP)-42mm-BLK,,63%,4.0,6.1,3.3,9.0,70%,2,41%,6,11,48%
BG-WAC-BG1(SP)-42mm-CLR,,67%,3.5,6.0,3.0,9.0,70%,2,41%,5,11,53%
BG-WAC-AW-49mm-BLK,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-49mm-SLV,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-49mm-STA,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-42mm-BLK,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-42mm-SLV,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-42mm-BLU,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-42mm-RG,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-46mm-BLK,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-46mm-SLV,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-46mm-BLU,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-46mm-RG,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-45mm-BLK,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-45mm-SLV,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-45mm-BLU,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-45mm-RG,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-44mm-BLK,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-44mm-SLV,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-44mm-BLU,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-44mm-RG,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-40mm-BLK,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-40mm-SLV,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-40mm-BLU,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-WAC-AW-40mm-RG,,71%,2.5,5.2,2.3,8.0,70%,2,41%,4,10,59%
BG-STP-YAW1090-42-BLK/GRY,,52%,12.0,13.3,8.6,18.0,70%,6,41%,15,22,33%
BG-STP-YAW1090-42-BLK/ARM,,52%,12.0,13.3,8.6,18.0,70%,6,41%,15,22,33%
BG-STP-YAW1090-42-BLK/ORG,,52%,12.0,13.3,8.6,18.0,70%,6,41%,15,22,33%
BG-STP-YAW1090-42-BLU/GRN,,52%,12.0,13.3,8.6,18.0,70%,6,41%,15,22,33%
BG-STP-CDY(YT)-40/41-CLR,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-40/41-CLR/BLK,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-40/41-BLK,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-40/41-PNK,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-40/41-CLR/ORG,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-40/41-CLR/PNK,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-40/41-CLR/BLU,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-40/41-CLR/PRP,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-40/41-CLR/GRN,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-44/45-CLR,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-44/45-CLR/BLK,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-44/45-BLK,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-44/45-PNK,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-44/45-CLR/ORG,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-44/45-CLR/PNK,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-44/45-CLR/BLU,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-44/45-CLR/PRP,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-44/45-CLR/GRN,,54%,8.0,9.5,5.9,13.0,70%,4,41%,10,16,35%
BG-STP-CDY(YT)-49-CLR,,52%,10.0,11.1,7.2,15.0,70%,5,41%,12,18,32%
BG-STP-CDY(YT)-49-CLR/BLK,,52%,10.0,11.1,7.2,15.0,70%,5,41%,12,18,32%
BG-STP-CDY(YT)-49-BLK,,52%,10.0,11.1,7.2,15.0,70%,5,41%,12,18,32%
BG-STP-CDY(YT)-49-CLR/PNK,,52%,10.0,11.1,7.2,15.0,70%,5,41%,12,18,32%
BG-STP-CDY(YT)-42-CLR,,52%,10.0,11.1,7.2,15.0,70%,5,41%,12,18,32%
BG-STP-CDY(YT)-42-CLR/BLK,,52%,10.0,11.1,7.2,15.0,70%,5,41%,12,18,32%
BG-STP-CDY(YT)-46-CLR,,52%,10.0,11.1,7.2,15.0,70%,5,41%,12,18,32%
BG-STP-CDY(YT)-46-CLR/BLK,,52%,10.0,11.1,7.2,15.0,70%,5,41%,12,18,32%
BG-STP-GAW86-38-BLK,,57%,14.0,16.4,9.9,23.0,70%,7,41%,17,28,39%
BG-STP-GAW86-38-GRN,,57%,14.0,16.4,9.9,23.0,70%,7,41%,17,28,39%
BG-STP-GAW86-38-ORG,,57%,14.0,16.4,9.9,23.0,70%,7,41%,17,28,39%
BG-STP-GAW86-38-BLU,,57%,14.0,16.4,9.9,23.0,70%,7,41%,17,28,39%
BG-STP-GAW86-42-BLK,,57%,14.0,16.4,9.9,23.0,70%,7,41%,17,28,39%
BG-STP-GAW86-42-GRN,,57%,14.0,16.4,9.9,23.0,70%,7,41%,17,28,39%
BG-STP-GAW86-42-ORG,,57%,14.0,16.4,9.9,23.0,70%,7,41%,17,28,39%
BG-STP-GAW86-42-BLU,,57%,14.0,16.4,9.9,23.0,70%,7,41%,17,28,39%
BG-STP-CAW1440-38-BLK,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-38-WHT,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-38-PNK,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-38-BLU,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-38-GRY,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-38-RED,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-38-GRN,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-38-YLW,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-38-ORG,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-42-BLK,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-42-WHT,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-42-PNK,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-42-BLU,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-42-GRY,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-42-RED,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-42-GRN,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-42-YLW,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-CAW1440-42-ORG,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-WAC-2IN1-S/47mm-CLR,,58%,15.0,17.8,10.5,25.0,70%,7,41%,18,30,40%
BG-WAC-2IN1-S/47mm-BLK,,58%,15.0,17.8,10.5,25.0,70%,7,41%,18,30,40%
BG-WAC-ALLOY-S/47mm-TTN/ORG,,69%,27.0,39.2,18.4,60.0,70%,13,41%,31,72,57%
BG-WAC-ALLOY-S/47mm-BLK/WHT,,69%,27.0,39.2,18.4,60.0,70%,13,41%,31,72,57%
BG-WAC-ALLOY-S/47mm-BLK/ORG,,69%,27.0,39.2,18.4,60.0,70%,13,41%,31,72,57%
BG-WAC-ALLOY-S/47mm-GRY/ORG,,69%,27.0,39.2,18.4,60.0,70%,13,41%,31,72,57%
BG-WAC-ALLOY-S/47mm-SLV/WHT,,69%,27.0,39.2,18.4,60.0,70%,13,41%,31,72,57%
BG-STP-AW186-38-WHT,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
BG-STP-AW186-38-BLK,,60%,4.5,6.3,3.6,9.0,70%,3,41%,6,11,43%
